userId,movieId,rating
414,2797,1.0
500,4306,1.0
489,1253,1.0
298,112852,1.0
305,160565,1.0
232,48738,1.0
606,1079,1.0
483,91890,1.0
448,2887,1.0
599,3424,1.0
500,3355,1.0
349,349,1.0
387,7234,1.0
590,736,1.0
425,1641,1.0
287,1193,1.0
405,111,1.0
249,34150,1.0
303,260,1.0
436,536,1.0
278,3148,1.0
391,2076,1.0
322,350,1.0
477,4085,1.0
450,1997,1.0
599,303,1.0
608,7325,1.0
603,175,1.0
220,2700,1.0
232,356,1.0
298,105844,1.0
599,1791,1.0
483,83132,1.0
40,440,1.0
489,1198,1.0
313,1073,1.0
318,1748,1.0
414,5481,1.0
550,142056,1.0
414,5881,1.0
19,866,1.0
263,17,1.0
159,6942,1.0
156,492,1.0
458,454,1.0
387,999,1.0
53,2616,1.0
428,2115,1.0
292,85414,1.0
594,1188,1.0
105,130978,1.0
472,7153,1.0
480,2640,1.0
377,6787,1.0
367,3745,1.0
499,38304,1.0
587,1345,1.0
62,2762,1.0
139,7367,1.0
18,374,1.0
596,6934,1.0
159,1259,1.0
483,2951,1.0
307,6763,1.0
476,377,1.0
111,6754,1.0
368,1729,1.0
534,2004,1.0
288,2791,1.0
164,592,1.0
288,3070,1.0
483,81834,1.0
331,112552,1.0
555,2458,1.0
219,2082,1.0
265,969,1.0
596,508,1.0
1,1732,1.0
600,6807,1.0
599,43908,1.0
330,480,1.0
52,58559,1.0
103,81834,1.0
469,1356,1.0
380,1015,1.0
290,3246,1.0
351,51662,1.0
111,53953,1.0
391,3159,1.0
233,106100,1.0
105,58425,1.0
603,4738,1.0
216,364,1.0
328,152081,1.0
318,595,1.0
298,3646,1.0
195,150,1.0
298,98809,1.0
424,1252,1.0
90,1073,1.0
225,1974,1.0
387,7745,1.0
423,356,1.0
448,50792,1.0
448,109191,1.0
27,2687,1.0
307,2858,1.0
599,52722,1.0
430,1374,1.0
187,31364,1.0
510,3827,1.0
199,3082,1.0
331,3535,1.0
573,595,1.0
509,1033,1.0
555,2241,1.0
424,48780,1.0
318,1552,1.0
62,54001,1.0
406,1644,1.0
222,49651,1.0
307,353,1.0
294,1285,1.0
273,595,1.0
274,2402,1.0
440,671,1.0
414,6264,1.0
64,3,1.0
434,1407,1.0
610,73676,1.0
368,2531,1.0
448,27904,1.0
216,551,1.0
83,81845,1.0
297,457,1.0
28,3169,1.0
380,84942,1.0
346,1120,1.0
427,5400,1.0
299,3555,1.0
57,1429,1.0
128,1080,1.0
410,3450,1.0
168,30749,1.0
111,183227,1.0
113,3706,1.0
298,2060,1.0
448,4333,1.0
68,203,1.0
599,81229,1.0
465,3681,1.0
141,8528,1.0
474,1957,1.0
480,26965,1.0
76,1089,1.0
287,4027,1.0
445,899,1.0
610,3646,1.0
202,1291,1.0
534,2985,1.0
471,116797,1.0
363,168252,1.0
457,3273,1.0
51,2265,1.0
275,6218,1.0
39,589,1.0
606,296,1.0
188,1747,1.0
57,39,1.0
21,73321,1.0
96,50,1.0
586,63859,1.0
416,8360,1.0
95,2952,1.0
414,6502,1.0
489,2699,1.0
561,5541,1.0
563,33836,1.0
241,27773,1.0
177,7222,1.0
509,64716,1.0
256,105504,1.0
181,592,1.0
249,1682,1.0
355,3175,1.0
380,37733,1.0
78,2000,1.0
414,111759,1.0
601,3578,1.0
167,2054,1.0
57,911,1.0
368,3354,1.0
20,1012,1.0
253,608,1.0
343,1089,1.0
140,691,1.0
232,49276,1.0
248,53125,1.0
184,175485,1.0
456,628,1.0
608,2167,1.0
448,2002,1.0
160,1970,1.0
382,26764,1.0
74,2594,1.0
445,5995,1.0
500,1784,1.0
414,4663,1.0
489,2424,1.0
81,316,1.0
318,8873,1.0
182,5991,1.0
600,4039,1.0
328,8665,1.0
357,1207,1.0
282,1213,1.0
372,1200,1.0
68,5669,1.0
68,51662,1.0
387,7993,1.0
599,93838,1.0
517,1270,1.0
28,8495,1.0
239,8950,1.0
249,74789,1.0
596,7153,1.0
125,112623,1.0
438,3635,1.0
387,7587,1.0
458,377,1.0
606,168,1.0
62,586,1.0
483,5628,1.0
198,3746,1.0
522,6016,1.0
414,51694,1.0
599,2718,1.0
247,99114,1.0
599,5568,1.0
348,1772,1.0
377,5706,1.0
282,2329,1.0
608,3253,1.0
105,112183,1.0
474,4912,1.0
118,1625,1.0
162,261,1.0
105,83803,1.0
434,296,1.0
447,410,1.0
41,7438,1.0
168,1375,1.0
111,134853,1.0
606,288,1.0
266,1288,1.0
89,2324,1.0
266,1,1.0
43,259,1.0
300,92259,1.0
160,2531,1.0
453,1883,1.0
126,288,1.0
33,28,1.0
68,95218,1.0
301,780,1.0
469,3683,1.0
387,3635,1.0
288,3040,1.0
177,1175,1.0
438,539,1.0
610,41712,1.0
105,44555,1.0
474,3932,1.0
72,318,1.0
572,1704,1.0
68,7004,1.0
533,79132,1.0
422,3943,1.0
428,3555,1.0
102,158,1.0
380,46948,1.0
281,1381,1.0
239,55820,1.0
483,235,1.0
576,29,1.0
111,106782,1.0
414,3745,1.0
565,420,1.0
359,2012,1.0
249,93563,1.0
395,592,1.0
101,2598,1.0
89,40962,1.0
525,3483,1.0
68,292,1.0
292,72641,1.0
119,6539,1.0
380,1222,1.0
545,748,1.0
480,2174,1.0
509,594,1.0
606,6111,1.0
608,2253,1.0
265,1374,1.0
599,1347,1.0
362,56156,1.0
279,1258,1.0
19,216,1.0
599,170551,1.0
385,736,1.0
480,2395,1.0
166,3439,1.0
307,473,1.0
599,2336,1.0
483,56339,1.0
104,471,1.0
414,6636,1.0
380,6281,1.0
603,3752,1.0
380,140359,1.0
240,688,1.0
597,2598,1.0
313,1275,1.0
474,207,1.0
222,5523,1.0
422,3916,1.0
68,1722,1.0
158,53000,1.0
217,3494,1.0
567,94959,1.0
608,2140,1.0
166,318,1.0
221,1263,1.0
600,26084,1.0
414,444,1.0
177,7004,1.0
220,1213,1.0
414,1104,1.0
318,1193,1.0
555,2846,1.0
90,260,1.0
18,6378,1.0
380,34334,1.0
380,5690,1.0
268,1101,1.0
483,8873,1.0
448,157130,1.0
50,93326,1.0
599,544,1.0
45,2987,1.0
265,2688,1.0
378,3949,1.0
177,2847,1.0
268,2712,1.0
525,4016,1.0
508,1175,1.0
604,233,1.0
493,457,1.0
534,2089,1.0
50,46862,1.0
572,3074,1.0
57,2406,1.0
525,2144,1.0
104,69988,1.0
517,48385,1.0
221,541,1.0
274,1591,1.0
146,30803,1.0
594,2175,1.0
265,3255,1.0
562,1704,1.0
19,1457,1.0
382,59501,1.0
443,72998,1.0
328,1097,1.0
610,59369,1.0
290,899,1.0
60,60,1.0
234,3977,1.0
601,80549,1.0
561,3087,1.0
129,4226,1.0
193,480,1.0
579,2087,1.0
382,114795,1.0
483,106002,1.0
375,1610,1.0
534,45431,1.0
104,6377,1.0
288,2792,1.0
38,480,1.0
474,7107,1.0
348,593,1.0
233,110,1.0
590,3255,1.0
318,69122,1.0
84,287,1.0
64,2762,1.0
524,316,1.0
191,155,1.0
608,1610,1.0
432,89208,1.0
336,70,1.0
599,234,1.0
608,5618,1.0
249,2716,1.0
590,4954,1.0
590,6753,1.0
89,26184,1.0
606,2289,1.0
274,1702,1.0
424,1704,1.0
263,1225,1.0
414,173,1.0
160,2530,1.0
325,1028,1.0
202,2133,1.0
354,225,1.0
404,500,1.0
532,2194,1.0
387,4621,1.0
463,6947,1.0
108,5034,1.0
380,1385,1.0
489,7007,1.0
74,1952,1.0
564,113453,1.0
434,6377,1.0
19,357,1.0
195,2871,1.0
587,497,1.0
249,903,1.0
73,134853,1.0
36,1396,1.0
103,1954,1.0
93,2617,1.0
239,4011,1.0
477,57669,1.0
599,31921,1.0
93,1356,1.0
232,2571,1.0
474,2786,1.0
453,4029,1.0
182,2278,1.0
610,86898,1.0
474,2953,1.0
140,5479,1.0
187,247,1.0
332,1249,1.0
57,2968,1.0
234,4022,1.0
555,2105,1.0
140,5152,1.0
477,419,1.0
603,1104,1.0
140,1961,1.0
483,30793,1.0
522,364,1.0
477,527,1.0
19,736,1.0
368,292,1.0
4,4641,1.0
299,3452,1.0
599,1911,1.0
182,4888,1.0
22,4903,1.0
45,919,1.0
534,39715,1.0
55,2490,1.0
527,2822,1.0
143,79132,1.0
76,31410,1.0
24,6350,1.0
135,2064,1.0
19,2763,1.0
226,4239,1.0
551,4701,1.0
234,2081,1.0
380,8640,1.0
186,1259,1.0
372,31,1.0
202,3246,1.0
509,106918,1.0
51,5712,1.0
50,142448,1.0
488,914,1.0
132,4896,1.0
482,1602,1.0
414,2552,1.0
606,263,1.0
525,5992,1.0
419,10,1.0
268,213,1.0
455,252,1.0
50,113374,1.0
213,3481,1.0
317,69757,1.0
296,33493,1.0
580,3070,1.0
268,1047,1.0
292,2581,1.0
288,3572,1.0
68,593,1.0
305,89804,1.0
328,81847,1.0
599,47200,1.0
200,2915,1.0
274,33493,1.0
68,2028,1.0
411,111,1.0
542,596,1.0
534,7458,1.0
4,1719,1.0
599,50005,1.0
73,117881,1.0
414,37240,1.0
140,3513,1.0
534,136864,1.0
199,587,1.0
401,5952,1.0
546,2657,1.0
141,51662,1.0
18,7293,1.0
301,539,1.0
414,176371,1.0
573,6377,1.0
474,1396,1.0
297,736,1.0
414,15,1.0
220,8464,1.0
177,71535,1.0
309,4339,1.0
493,1170,1.0
438,7090,1.0
600,2410,1.0
28,60647,1.0
606,1658,1.0
445,45722,1.0
200,5524,1.0
368,1061,1.0
202,1125,1.0
414,48304,1.0
141,3752,1.0
217,3392,1.0
325,2117,1.0
31,783,1.0
384,4323,1.0
600,3007,1.0
204,296,1.0
287,2392,1.0
249,88129,1.0
5,318,1.0
527,2367,1.0
89,58047,1.0
62,45447,1.0
265,3701,1.0
579,367,1.0
426,500,1.0
357,1394,1.0
532,1291,1.0
400,79132,1.0
21,122900,1.0
432,5617,1.0
45,2598,1.0
219,1265,1.0
555,2302,1.0
44,842,1.0
527,4016,1.0
298,7438,1.0
347,266,1.0
68,1302,1.0
518,3753,1.0
438,367,1.0
586,1196,1.0
199,5568,1.0
292,8961,1.0
546,3626,1.0
190,6377,1.0
104,94015,1.0
113,1014,1.0
270,79,1.0
414,4602,1.0
226,53129,1.0
307,266,1.0
326,134130,1.0
303,1127,1.0
239,2302,1.0
489,2628,1.0
346,7008,1.0
307,6250,1.0
608,1271,1.0
600,1073,1.0
239,4571,1.0
603,1596,1.0
380,6731,1.0
32,761,1.0
599,52281,1.0
288,60514,1.0
414,4610,1.0
187,8228,1.0
143,7169,1.0
453,3160,1.0
249,7346,1.0
68,74946,1.0
307,7444,1.0
480,2706,1.0
464,356,1.0
18,555,1.0
124,6377,1.0
105,150548,1.0
474,3489,1.0
20,5349,1.0
246,1206,1.0
318,1527,1.0
84,590,1.0
105,1221,1.0
372,163,1.0
563,49286,1.0
608,4025,1.0
196,44665,1.0
480,318,1.0
284,415,1.0
426,6377,1.0
182,1866,1.0
182,6978,1.0
597,1965,1.0
599,4103,1.0
344,316,1.0
305,4995,1.0
335,3911,1.0
483,4447,1.0
275,1219,1.0
376,1252,1.0
356,3435,1.0
474,37729,1.0
104,1220,1.0
448,92008,1.0
212,2078,1.0
290,1961,1.0
600,2297,1.0
230,2641,1.0
477,1291,1.0
448,71248,1.0
6,546,1.0
360,1639,1.0
125,26681,1.0
86,318,1.0
572,1953,1.0
448,303,1.0
290,593,1.0
328,1288,1.0
603,804,1.0
140,22,1.0
307,2470,1.0
181,186,1.0
64,585,1.0
599,4161,1.0
122,81229,1.0
534,77561,1.0
45,2108,1.0
590,3088,1.0
169,3247,1.0
606,4296,1.0
165,4085,1.0
448,27478,1.0
177,106002,1.0
41,8981,1.0
336,50,1.0
77,4226,1.0
378,91529,1.0
256,48780,1.0
603,1884,1.0
307,4619,1.0
534,5219,1.0
28,3994,1.0
114,8961,1.0
486,10,1.0
166,33493,1.0
104,1148,1.0
610,4533,1.0
6,366,1.0
19,3837,1.0
306,85367,1.0
221,446,1.0
514,31150,1.0
560,80463,1.0
414,953,1.0
560,8784,1.0
480,45499,1.0
603,2580,1.0
562,4133,1.0
606,3148,1.0
425,1198,1.0
284,44,1.0
95,176,1.0
522,1,1.0
288,2416,1.0
469,3812,1.0
105,130976,1.0
177,1275,1.0
19,2206,1.0
318,71494,1.0
447,303,1.0
452,2393,1.0
599,5696,1.0
438,4823,1.0
57,707,1.0
187,31410,1.0
590,3071,1.0
453,2700,1.0
177,253,1.0
453,1912,1.0
42,3301,1.0
514,2118,1.0
522,2094,1.0
514,1641,1.0
334,4993,1.0
599,2465,1.0
43,480,1.0
89,49013,1.0
239,2231,1.0
570,2716,1.0
174,420,1.0
563,80241,1.0
117,266,1.0
199,7361,1.0
380,1495,1.0
453,2712,1.0
226,7153,1.0
234,3672,1.0
290,1214,1.0
12,543,1.0
222,4019,1.0
365,111113,1.0
232,73017,1.0
368,288,1.0
68,3421,1.0
448,117107,1.0
563,44225,1.0
603,3152,1.0
474,1416,1.0
573,4720,1.0
419,8622,1.0
46,435,1.0
555,1257,1.0
480,8636,1.0
345,1541,1.0
122,1276,1.0
129,4090,1.0
177,88125,1.0
420,6210,1.0
18,112183,1.0
448,3537,1.0
195,527,1.0
105,5445,1.0
593,44191,1.0
222,97921,1.0
469,2124,1.0
448,82527,1.0
587,380,1.0
387,3814,1.0
380,7143,1.0
68,51834,1.0
539,6377,1.0
11,1923,1.0
296,5378,1.0
80,81591,1.0
608,2247,1.0
608,5952,1.0
410,2243,1.0
198,2985,1.0
462,103624,1.0
387,44759,1.0
387,7482,1.0
292,106002,1.0
517,2011,1.0
510,1259,1.0
91,6678,1.0
387,1251,1.0
561,7458,1.0
125,84954,1.0
45,5445,1.0
380,3440,1.0
141,6539,1.0
249,55278,1.0
156,3224,1.0
560,4979,1.0
177,50685,1.0
393,4226,1.0
357,5669,1.0
606,40955,1.0
177,8609,1.0
203,70286,1.0
274,3052,1.0
305,6874,1.0
19,3039,1.0
318,590,1.0
474,2268,1.0
603,2160,1.0
606,8973,1.0
610,1245,1.0
1,1676,1.0
21,88125,1.0
594,587,1.0
80,7438,1.0
137,1580,1.0
151,62,1.0
282,1732,1.0
292,2916,1.0
598,63082,1.0
249,93326,1.0
370,1639,1.0
509,7380,1.0
600,35836,1.0
510,33794,1.0
610,98633,1.0
212,87192,1.0
324,3915,1.0
554,527,1.0
585,904,1.0
387,55820,1.0
470,380,1.0
68,4014,1.0
22,253,1.0
136,173,1.0
15,143385,1.0
469,1248,1.0
229,527,1.0
182,2683,1.0
561,107406,1.0
606,4718,1.0
156,3152,1.0
475,8961,1.0
34,3052,1.0
599,327,1.0
286,4306,1.0
202,3639,1.0
474,3174,1.0
570,920,1.0
343,1203,1.0
288,3846,1.0
181,277,1.0
490,56367,1.0
599,4131,1.0
177,3275,1.0
412,2384,1.0
415,1193,1.0
357,4447,1.0
590,53125,1.0
177,2389,1.0
603,2001,1.0
132,6155,1.0
398,914,1.0
103,1025,1.0
599,89862,1.0
261,68237,1.0
353,6,1.0
132,4874,1.0
599,91653,1.0
452,1641,1.0
298,5266,1.0
321,253,1.0
232,55765,1.0
98,38038,1.0
608,1573,1.0
18,1222,1.0
555,172,1.0
275,1280,1.0
586,6156,1.0
275,3360,1.0
142,434,1.0
180,2717,1.0
320,3578,1.0
105,1281,1.0
217,1615,1.0
159,1961,1.0
191,148,1.0
217,648,1.0
474,3959,1.0
567,97836,1.0
266,514,1.0
603,1208,1.0
402,380,1.0
369,2948,1.0
132,33794,1.0
542,5445,1.0
382,36519,1.0
318,134214,1.0
140,5902,1.0
414,3105,1.0
334,31658,1.0
274,2459,1.0
573,7317,1.0
540,37733,1.0
28,1129,1.0
328,6333,1.0
125,6502,1.0
334,908,1.0
64,2571,1.0
233,74458,1.0
218,2302,1.0
474,3256,1.0
599,26585,1.0
139,4238,1.0
61,4226,1.0
287,6936,1.0
131,5959,1.0
32,786,1.0
480,1729,1.0
325,2294,1.0
91,7000,1.0
298,31225,1.0
474,1354,1.0
62,96610,1.0
608,5025,1.0
353,22,1.0
239,4022,1.0
21,69844,1.0
339,1097,1.0
541,474,1.0
166,592,1.0
420,54272,1.0
182,2140,1.0
448,103543,1.0
125,115680,1.0
603,3637,1.0
599,1968,1.0
108,4889,1.0
476,596,1.0
606,1955,1.0
428,4973,1.0
15,3535,1.0
274,588,1.0
606,3081,1.0
66,2700,1.0
599,62155,1.0
608,7451,1.0
414,290,1.0
186,5493,1.0
414,4677,1.0
580,10,1.0
167,2447,1.0
448,700,1.0
448,2949,1.0
474,25870,1.0
606,26777,1.0
561,76175,1.0
607,1370,1.0
448,103249,1.0
559,48,1.0
605,2011,1.0
594,4827,1.0
448,4167,1.0
182,3210,1.0
91,172,1.0
24,7293,1.0
562,49286,1.0
563,616,1.0
260,6713,1.0
220,1584,1.0
307,1228,1.0
153,4226,1.0
600,355,1.0
448,61352,1.0
38,551,1.0
480,1263,1.0
387,1136,1.0
132,4732,1.0
561,91542,1.0
233,54286,1.0
244,3300,1.0
217,1171,1.0
468,300,1.0
15,3147,1.0
551,4306,1.0
553,1704,1.0
70,1293,1.0
352,57368,1.0
293,2003,1.0
288,2146,1.0
288,2786,1.0
464,3100,1.0
380,52950,1.0
239,50872,1.0
474,595,1.0
425,45442,1.0
448,2788,1.0
493,1240,1.0
453,3253,1.0
240,104,1.0
133,555,1.0
18,177593,1.0
45,3798,1.0
199,6,1.0
434,2706,1.0
141,6934,1.0
292,63113,1.0
274,317,1.0
132,3996,1.0
265,316,1.0
249,51540,1.0
580,41569,1.0
150,786,1.0
160,1562,1.0
546,2531,1.0
599,4299,1.0
580,4776,1.0
246,1884,1.0
169,5502,1.0
68,44191,1.0
241,134853,1.0
339,104879,1.0
560,110,1.0
600,1517,1.0
448,1837,1.0
606,1201,1.0
308,25,1.0
599,1370,1.0
560,91529,1.0
457,329,1.0
432,64497,1.0
509,3000,1.0
62,6,1.0
425,4963,1.0
57,903,1.0
136,413,1.0
221,1206,1.0
608,1249,1.0
483,89904,1.0
448,3489,1.0
448,98961,1.0
22,4979,1.0
534,2949,1.0
365,120466,1.0
305,1090,1.0
590,52435,1.0
523,5971,1.0
501,17,1.0
6,201,1.0
401,3751,1.0
298,88129,1.0
380,88125,1.0
588,356,1.0
279,134130,1.0
408,5952,1.0
608,203,1.0
438,165,1.0
274,68952,1.0
542,4306,1.0
334,59118,1.0
105,170777,1.0
596,162600,1.0
274,5853,1.0
101,2770,1.0
608,312,1.0
596,49272,1.0
202,1792,1.0
514,1962,1.0
351,88129,1.0
250,45,1.0
68,5620,1.0
448,103235,1.0
606,1,1.0
232,3979,1.0
432,7160,1.0
425,588,1.0
603,377,1.0
307,2506,1.0
610,1840,1.0
455,266,1.0
111,50872,1.0
599,1021,1.0
610,51498,1.0
414,4159,1.0
318,60766,1.0
570,1080,1.0
450,3969,1.0
100,497,1.0
414,7137,1.0
249,377,1.0
298,2495,1.0
606,4161,1.0
362,4306,1.0
525,48780,1.0
